# SPOT, PAYOFF, DELTA
4.066378425571694777e+01,5.985133952355515596e+00,-8.008324195359480813e-01
3.101575041664856514e+01,8.757511333554804267e+00,-1.005823203314355041e+00
4.688259827401687119e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.821216280067380922e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.499125175758985762e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.486713875446874056e+01,1.535513254433664265e+01,-9.892066984212106728e-01
3.381525916660157094e+01,2.828671225213426510e+00,-1.034223456984661560e+00
3.575079344691219063e+01,5.878405126967216177e+00,-9.339627160158994190e-01
4.054512035575349671e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.644295024210961031e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.692782551374665445e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.068167976170767730e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.151036547092927975e+01,7.601591546252263853e+00,-1.026718692121232124e+00
2.769004017605496770e+01,1.140937680778712426e+01,-1.030857874584219847e+00
3.446337627214083454e+01,6.652761240258895370e+00,-9.411362081506889909e-01
5.154656801291941548e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.227991531282980020e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.631934243487918224e+01,4.438480789115525127e+00,-9.234086511610352099e-01
2.881100893639521487e+01,1.105617545959061765e+01,-1.003008862863232320e+00
3.669701439223972983e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.749593199542650979e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.535155865508367867e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.926964576209383040e+01,7.206447017684628698e+00,-8.118495817495107181e-01
3.623384417632109233e+01,5.699752756009779375e+00,-9.103072624074313168e-01
2.641689313311947274e+01,1.194987809902038300e+01,-1.060079038465623347e+00
4.856422917288755770e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.369364373497381138e+01,2.747621593462341583e+00,-1.036485101599675662e+00
4.012950705336582757e+01,6.361829480198799125e+00,-8.188787439708270499e-01
6.555860963282474074e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.499547791984385015e+01,7.244458606463711980e+00,-9.281077618829595144e-01
4.006654372358435978e+01,1.725146519238921705e+00,-8.971433890608456752e-01
4.115370069682237641e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.752279423573661532e+01,1.323565922955390839e+01,-9.707667510946609291e-01
3.203883243315917895e+01,9.124814700763524300e+00,-9.622403729717746712e-01
3.576611977348358806e+01,7.808343238513351992e+00,-8.923442145329649744e-01
4.182872831092429067e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.281711375336896452e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.624643025653782757e+01,8.152773901076778573e-01,-1.016798169982949362e+00
3.919388577975400523e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.754408479300255408e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.889834672391764059e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.982454087833011869e+01,5.310553529429043351e+00,-8.380041549552298408e-01
3.833343764728930125e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.081562411599210094e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.964685396702264342e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.681737352115438000e+01,6.147035919674929794e+00,-9.082594879816812128e-01
4.340419906234033931e+01,4.354674152609774751e+00,-7.796740485217932282e-01
3.246234583381486516e+01,7.750497657294660669e+00,-9.920224274114854968e-01
4.909091108227287492e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.544506000585186456e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.953503849297442230e+01,3.484374657310245649e+00,-8.680105574733764096e-01
4.054916411962280876e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.060810633464817698e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.725349763489380450e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.824621728977493262e+01,6.390326967185067986e+00,-8.679665631800628223e-01
3.851587402889474987e+01,5.266592989349585530e+00,-8.687782087296141986e-01
4.213286614428023569e+01,5.881401865264264117e-01,-8.801309891868741575e-01
5.170427094698150228e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.641608177183067596e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.096316994828088554e+01,8.971566280075242261e+00,-1.000618042096550253e+00
3.114025275199235665e+01,9.254714322493365231e+00,-9.858352368822472789e-01
3.719111828073987169e+01,5.340991249243923100e+00,-8.905395151610719928e-01
6.401158896443075719e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.510116530439243832e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.947287383860293630e+01,9.681919131960494695e+00,-1.027112381528833218e+00
4.395524357489848200e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.783551483367295987e+01,0.000000000000000000e+00,-0.000000000000000000e+00
