# SPOT, PAYOFF, DELTA
2.794058142882989415e+01,1.205941857117010585e+01,-1.000000000000000000e+00
4.657370416281420944e+01,6.619452561057594941e+00,-6.865475948817391094e-01
4.031515887792417629e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.152548122224051497e+01,8.474518777759485033e+00,-1.000000000000000000e+00
4.501361803483990087e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.784716650447214548e+01,1.215283349552785452e+01,-1.000000000000000000e+00
4.254420497326852768e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.939858663687205365e+01,1.060141336312794635e+01,-1.000000000000000000e+00
2.888705559702213321e+01,1.111294440297786679e+01,-1.000000000000000000e+00
2.775458878645250849e+01,1.224541121354749151e+01,-1.000000000000000000e+00
2.075479694437035150e+01,1.924520305562964850e+01,-1.000000000000000000e+00
2.893249293051981397e+01,1.106750706948018603e+01,-1.000000000000000000e+00
2.839184646095350928e+01,1.160815353904649072e+01,-1.000000000000000000e+00
2.982793539043617415e+01,1.017206460956382585e+01,-1.000000000000000000e+00
5.482059622230953266e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.951902169193636638e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.572392246090591073e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.426702002068251574e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.810159938527024082e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.384274983330607967e+01,7.632565731864793257e+00,-9.428473889944847253e-01
1.578097761174717917e+01,2.421902238825282083e+01,-1.000000000000000000e+00
4.574418522763154016e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.920780298465624014e+01,4.620367791831663240e+00,-8.541001761401469938e-01
4.852820000801168021e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.457261419312500550e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.441338790130973280e+01,7.113312661043567964e+00,-9.436284557310163912e-01
4.299915491016191993e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.086332298035054933e+01,1.913667701964945067e+01,-1.000000000000000000e+00
4.268650947485282643e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.801270110820613013e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.855591312063631904e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.431390779284284065e+01,7.714153508076152299e+00,-9.301859416876625541e-01
5.055142171297738685e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.735037064700127019e+01,3.929199853876819581e+00,-9.150795234735373818e-01
2.595157694519945579e+01,1.404842305480054421e+01,-1.000000000000000000e+00
4.259916325934845815e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.899043157876952392e+01,1.100956842123047608e+01,-1.000000000000000000e+00
2.627363474306286051e+01,1.372636525693713949e+01,-1.000000000000000000e+00
4.266431334679209897e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.336428395092146104e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.815909120672671406e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.803069004722464541e+01,4.400814270941634021e+00,-8.816949733648773435e-01
3.073678761792174896e+01,9.263212382078251039e+00,-1.000000000000000000e+00
5.850087781639466300e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.517995162262713649e+01,8.043121627142609142e+00,-9.005388070845239401e-01
4.167853423702683102e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.811499863796499454e+01,6.642721690941901791e+00,-8.595502312453918714e-01
5.242430998256209307e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.336557846771068370e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.303762649980437516e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.260072984459245760e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.907417214952782558e+01,6.595578237275692146e+00,-8.280878016653941964e-01
3.372451551915528256e+01,6.495965712685041638e+00,-9.798553908694854764e-01
4.063711026806250715e+01,1.013308917508445983e+00,-9.020639554351176370e-01
3.463495321615300782e+01,8.397241406428566535e+00,-9.097906710484876536e-01
2.672125865219028285e+01,1.327874134780971715e+01,-1.000000000000000000e+00
4.616355797736338218e+01,1.175996342050846577e+00,-7.905496586553071303e-01
5.594976699613700077e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.629967491243091615e+01,1.388686805416558534e-01,-8.106258355769031532e-01
5.162519321321276777e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.823374958771717047e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.420005189500651710e+01,7.958399140083413315e+00,-9.288183027356499144e-01
3.544284329498379549e+01,6.689673151449334831e+00,-9.268850307444457259e-01
4.680148954959509666e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.522675639815967941e+01,1.477324360184032059e+01,-1.000000000000000000e+00
5.667917134414089730e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.451405012689643570e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.838882125395662115e+01,2.161117874604337885e+01,-1.000000000000000000e+00
3.535563685786179633e+01,6.446953179435003456e+00,-9.219311905929991058e-01
4.114157738799799091e+01,4.160314341632110668e+00,-8.240690295402840482e-01
5.051728246694194979e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.838733136107595101e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.075295595490221956e+01,9.247044045097780440e+00,-1.000000000000000000e+00
4.965251846118177070e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.318613975575995312e+01,1.681386024424004688e+01,-1.000000000000000000e+00
4.607878754957751255e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.291461827380176430e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.977112596303928527e+01,1.022887403696071473e+01,-1.000000000000000000e+00
2.100834679989881693e+01,1.899165320010118307e+01,-1.000000000000000000e+00
3.172290854030454099e+01,8.277091459695459008e+00,-1.000000000000000000e+00
2.426639764538880684e+01,1.573360235461119316e+01,-1.000000000000000000e+00
4.458175551714897011e+01,7.588614047981719679e+00,-6.974842028082817169e-01
3.590366431837486516e+01,7.115228010104745593e+00,-8.955377083282447526e-01
6.016210560289886189e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.580544344647812238e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.039800175509331481e+01,9.601998244906685187e+00,-1.000000000000000000e+00
4.901432644710241959e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.809873558748772382e+01,0.000000000000000000e+00,-0.000000000000000000e+00
6.130861655332251559e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.770765091069820585e+01,1.229234908930179415e+01,-1.000000000000000000e+00
5.731864064040925655e+01,0.000000000000000000e+00,-0.000000000000000000e+00
6.030034669632642874e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.197962243356848688e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.418978130678861049e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.691792814544456292e+01,1.308207185455543708e+01,-1.000000000000000000e+00
2.807240961372217569e+01,1.192759038627782431e+01,-1.000000000000000000e+00
4.701243733103225964e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.853285439223839148e+01,7.317559565588008574e+00,-8.244894763338193044e-01
4.567465799849941277e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.474117945246796069e+01,1.525882054753203931e+01,-1.000000000000000000e+00
5.605793122900098524e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.829677687305879630e+01,7.833466421078809638e+00,-8.184587505345263247e-01
2.368003961148818703e+01,1.631996038851181297e+01,-1.000000000000000000e+00
4.051739156951218490e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.809356831065333182e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.894877054771887970e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.434070438104955514e+01,7.167517720458166153e+00,-9.493799861870813039e-01
3.678575192971674568e+01,2.784582718212774477e+00,-9.495385559470980175e-01
3.045395918580625505e+01,9.546040814193744950e+00,-1.000000000000000000e+00
2.798472256634978095e+01,1.201527743365021905e+01,-1.000000000000000000e+00
3.778941758006951090e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.412540131178156599e+01,7.443998771293996342e+00,-9.499603759311264772e-01
4.370342791740198862e+01,6.816495107311185464e+00,-7.342904388097287738e-01
3.143261314445415877e+01,8.567386855545841229e+00,-1.000000000000000000e+00
2.413520201036179458e+01,1.586479798963820542e+01,-1.000000000000000000e+00
3.843188947450553883e+01,6.528053686325519855e+00,-8.590017512452838844e-01
2.388131647835560045e+01,1.611868352164439955e+01,-1.000000000000000000e+00
4.881331020803808229e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.179932557962517592e+01,8.200674420374824081e+00,-1.000000000000000000e+00
3.087860962271891907e+01,9.121390377281080930e+00,-1.000000000000000000e+00
5.647714305833098081e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.832266737476104623e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.181572098184726727e+01,8.184279018152732732e+00,-1.000000000000000000e+00
4.116826879374772119e+01,4.570909321487906851e+00,-8.156973017887375610e-01
4.934333554563623636e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.983190620031636087e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.292396522495293709e+01,1.063916611546780411e+00,-8.528257941683042853e-01
1.854927734424425267e+01,2.145072265575574733e+01,-1.000000000000000000e+00
2.605245927815287033e+01,1.394754072184712967e+01,-1.000000000000000000e+00
6.234519122478361908e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.605742249375031605e+01,1.394257750624968395e+01,-1.000000000000000000e+00
3.607012451330599845e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.156898823318284997e+01,8.431011766817150033e+00,-1.000000000000000000e+00
3.446806369747329768e+01,7.903523471274425560e+00,-9.271844986552831847e-01
4.583599304955478715e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.276413325342949179e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.415011162164604031e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.931172896514991777e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.917456027890435877e+01,2.082543972109564123e+01,-1.000000000000000000e+00
5.044459266830372712e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.452741587118551791e+01,5.239662085694081206e+00,-7.361814493290027572e-01
5.979291597949524828e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.560849124703182156e+01,2.428578705400778759e+01,-1.000866222970035579e+00
2.993578017838224525e+01,1.006421982161775475e+01,-1.000000000000000000e+00
3.620186806051357564e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.983922949346388265e+01,2.016077050653611735e+01,-1.000000000000000000e+00
2.949523719813710443e+01,1.050476280186289557e+01,-1.000000000000000000e+00
4.537070024979457372e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.612647880115319055e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.134331511846261975e+01,8.656684881537380249e+00,-1.000000000000000000e+00
3.540708892309979205e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.102288541495239826e+01,1.215606212502099853e-01,-9.153188602485170522e-01
5.939777557959901344e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.885389475498684675e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.932198280468004725e+01,1.067801719531995275e+01,-1.000000000000000000e+00
5.524084112674850644e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.104762585890854965e+01,1.895237414109145035e+01,-1.000000000000000000e+00
3.380337582495123883e+01,7.820187527304762298e+00,-9.478813734123855417e-01
4.266655879135352336e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.866964984059841015e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.329930803469748923e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.831862219081412491e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.769942439165504311e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.936645544228088056e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.342816831052037685e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.531274947491067095e+01,1.468725052508932905e+01,-1.000000000000000000e+00
4.719558604151410464e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.191976238994862314e+01,8.080237610051376862e+00,-1.000000000000000000e+00
5.811190111965213134e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.889772013815510832e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.313219651565822943e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.964503690652858126e+01,2.752919919013196104e+00,-8.840522868713377447e-01
3.345543339206078315e+01,6.794234769188372880e+00,-9.815515760124533529e-01
3.994659442992023912e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.899437497913124417e+01,6.355163666905687236e+00,-8.210757031037532183e-01
3.692443156266647719e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.303827890396189559e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.115222577107622115e+01,8.847774228923778850e+00,-1.000000000000000000e+00
5.040104618851479046e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.127710873420085136e+01,8.722891265799148641e+00,-1.000000000000000000e+00
4.171880335358869019e+01,7.120606397001746579e+00,-7.651660306366280251e-01
3.830472512222432613e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.692618935928231849e+01,2.307381064071768151e+01,-1.000000000000000000e+00
2.913437663648584675e+01,1.086562336351415325e+01,-1.000000000000000000e+00
2.079836730520603894e+01,1.920163269479396106e+01,-1.000000000000000000e+00
5.169808893448062292e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.961579037880030540e+01,1.038420962119969460e+01,-1.000000000000000000e+00
5.377657977090498775e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.926046236041698734e+01,2.841011341254294553e+00,-7.097008928232508840e-01
5.075766797855532531e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.574018410034307180e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.388308992400781250e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.088362676733872192e+01,9.116373232661278081e+00,-1.000000000000000000e+00
2.451983446381569109e+01,1.548016553618430891e+01,-1.000000000000000000e+00
5.349238793243696932e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.430585339861217165e+01,0.000000000000000000e+00,-0.000000000000000000e+00
6.356247817502218567e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.839158180772226103e+01,1.160841819227773897e+01,-1.000000000000000000e+00
3.720874893400984718e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.698840035260624148e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.974560290934869755e+01,1.025439709065130245e+01,-1.000000000000000000e+00
1.664114923803628088e+01,2.335885076196371912e+01,-1.000000000000000000e+00
5.774504893558203378e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.534025613069461969e+01,1.465974386930538031e+01,-1.000000000000000000e+00
3.311775869073131418e+01,7.581388343457312828e+00,-9.733273907140361780e-01
5.291812307825952644e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.313525500564018245e+01,4.677832810280142972e+00,-7.760223576099029019e-01
4.636463290773688328e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.118058421271774705e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.652552293579965692e+01,1.347447706420034308e+01,-1.000000000000000000e+00
3.809565460106924206e+01,4.210110522416732337e+00,-8.829021902330828064e-01
3.531629223210674695e+01,4.087172761876760596e+00,-9.571040685112012225e-01
2.853871864773172717e+01,1.146128135226827283e+01,-1.000000000000000000e+00
4.302670568243070193e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.320332037662565128e+01,1.679667962337434872e+01,-1.000000000000000000e+00
2.292525363167038677e+01,1.707474636832961323e+01,-1.000000000000000000e+00
4.154746219601049972e+01,6.272286203474652488e+00,-7.822564714448525525e-01
5.457867955225270862e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.396253995649027146e+01,1.603746004350972854e+01,-1.000000000000000000e+00
4.545212869360997132e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.352852691730598167e+01,8.170531619941279189e+00,-9.452024626210355773e-01
2.864970753924774982e+01,1.135029246075225018e+01,-1.000000000000000000e+00
3.895321063401908646e+01,7.122659900512631204e+00,-8.252375824903707136e-01
4.922697009701386150e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.367937185470521655e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.611985316697483483e+01,7.153872029618685957e+00,-8.903628937395645648e-01
3.282247564285592034e+01,7.642136845377047294e+00,-9.690869765777834210e-01
2.227654532978322166e+01,1.772345467021677834e+01,-1.000000000000000000e+00
2.761475419550183830e+01,1.238524580449816170e+01,-1.000000000000000000e+00
4.890827240755645278e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.046792422153346180e+01,1.953207577846653820e+01,-1.000000000000000000e+00
6.317283921989672280e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.109434448103547766e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.903976204952962092e+01,1.096023795047037908e+01,-1.000000000000000000e+00
4.005650593160321904e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.930267081257007078e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.059715293604460840e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.914208668066721231e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.818595894126176660e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.049337358817905397e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.479931431115380036e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.707358345569544156e+01,5.301000963136672794e+00,-8.884735501641150002e-01
2.862878891362380074e+01,1.137121108637619926e+01,-1.000000000000000000e+00
3.736354632686913391e+01,7.317375270017382860e+00,-8.394896113509531244e-01
3.019579661645790836e+01,9.804203383542091643e+00,-1.000000000000000000e+00
6.154113055610417859e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.521288889163895419e+01,5.092405672737735367e-01,-6.730555405102814914e-01
3.708847104806269357e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.422294411275436232e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.458126615959996997e+01,2.810069700878378374e+00,-7.839064958733430455e-01
2.343578591751017015e+01,1.656421408248982985e+01,-1.000000000000000000e+00
3.954896529519584902e+01,7.680994723447753358e+00,-7.907015669718229223e-01
3.361358617466397902e+01,9.113916780400925788e+00,-9.161141508160515201e-01
2.711861285369845831e+01,1.288138714630154169e+01,-1.000000000000000000e+00
3.749067779472650130e+01,6.711479101343120313e+00,-8.492386229540094256e-01
2.871444548118478579e+01,1.128555451881521421e+01,-1.000000000000000000e+00
2.284625822695673847e+01,1.715374177304326153e+01,-1.000000000000000000e+00
5.031955521570385770e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.402152067555648074e+01,7.594222851160081333e+00,-9.470942657831916689e-01
4.342678762226169908e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.321235631191418491e+01,7.689782287803652139e+00,-9.659089702130518873e-01
2.378762162264350621e+01,1.621237837735649379e+01,-1.000000000000000000e+00
6.233666065719870630e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.664888058883326494e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.867894056589791774e+01,2.359301388907962593e+00,-7.253912994811423376e-01
3.136753751945574464e+01,8.632462480544255357e+00,-1.000000000000000000e+00
4.266670801422000636e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.383717530297746379e+01,4.802401647851276323e+00,-7.577476823994001576e-01
4.783583292710504509e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.556444164393279550e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.657269492645929887e+01,6.011131529794061734e+00,-8.836405310163895077e-01
4.157514909485670529e+01,6.705914094393454761e+00,-7.659406468585608918e-01
4.751986024038886569e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.790530607850426748e+01,7.798489366893741170e+00,-8.089279706876406628e-01
6.076485406024899305e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.617060350794764645e+01,6.668143120597877171e+00,-9.088311429686269927e-01
4.223435231841651927e+01,4.634500895444914725e+00,-7.904801875371926245e-01
3.580555838763714149e+01,7.108796023930681329e+00,-8.805973254249863658e-01
2.638938603452925946e+01,1.361061396547074054e+01,-1.000000000000000000e+00
3.283492066228861717e+01,7.617858867974167225e+00,-9.778057561617548021e-01
3.679865596381937820e+01,7.209040345227933244e+00,-8.761442324519064240e-01
5.011262947473701956e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.723083929006831028e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.244298442501736446e+01,4.617238182666460133e+00,-7.901074198125552783e-01
4.674098269130357863e+01,2.472499209511238139e+00,-7.549074194946481242e-01
5.958614523160412091e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.259419392010637040e+01,7.628129506632618018e+00,-9.889383490388450326e-01
4.051993483401707152e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.383712335652083425e+01,3.865434487924257922e+00,-7.771232558804642698e-01
3.928930866953560042e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.721551536713245412e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.375395683657662005e+01,2.033662371452549245e+00,-8.144844843409980717e-01
4.694479978683578736e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.037338770036998881e+01,9.626612299630011194e+00,-1.000000000000000000e+00
4.751441951976121914e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.696686429524761763e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.009357302630677466e+01,1.990642697369322534e+01,-1.000000000000000000e+00
2.311948051316870334e+01,1.688051948683129666e+01,-1.000000000000000000e+00
4.860015363373234010e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.463704273035079950e+01,1.536295726964920050e+01,-1.000000000000000000e+00
2.636602727612808650e+01,1.363397272387191350e+01,-1.000000000000000000e+00
3.316652778035390980e+01,5.899207086529981048e+00,-9.777640946783169307e-01
3.450712305513781075e+01,6.783749243129526540e+00,-9.519402369686937870e-01
3.953536319986820757e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.853381391565170588e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.114321706122752431e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.579043281064111426e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.553382192020190899e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.357106084754724407e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.265911308180533723e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.550598200245891434e+01,6.490111501424263629e+00,-9.270090341514510834e-01
3.158283347386665696e+01,8.417166526133343041e+00,-1.000000000000000000e+00
3.878577807113218512e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.676267386258723135e+01,1.323732613741276865e+01,-1.000000000000000000e+00
5.602746045269427100e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.671972164643963055e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.136700305705641156e+01,1.863299694294358844e+01,-1.000000000000000000e+00
3.308120443988283910e+01,7.795867577572440865e+00,-9.651452012614554210e-01
3.670689586247916480e+01,1.973507974545317456e+00,-9.724895698770664731e-01
5.496578098066742513e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.384999348711637879e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.192026950897091808e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.520455741949245976e+01,1.479544258050754024e+01,-1.000000000000000000e+00
5.041786855678351742e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.562040828553873695e+01,1.437959171446126305e+01,-1.000000000000000000e+00
2.810187183036823200e+01,1.189812816963176800e+01,-1.000000000000000000e+00
5.687553484276711657e+01,1.102672269825346607e+00,-6.429462012908869761e-01
6.027308327669530286e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.327573706423557098e+01,8.335660039739845928e+00,-9.501882007917984430e-01
4.502031854131581667e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.689331945494443232e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.728303894906913030e+01,6.294676614792557245e+00,-8.568299033287102295e-01
2.379350665272477627e+01,1.620649334727522373e+01,-1.000000000000000000e+00
4.912402048215331973e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.495621173435944229e+01,1.504378826564055771e+01,-1.000000000000000000e+00
4.551350307499037484e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.341932313896010243e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.418486015387254895e+01,2.763755902691419575e+00,-7.900177870681605041e-01
1.912813263356047244e+01,2.087186736643952756e+01,-1.000000000000000000e+00
4.570312968248163088e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.963395571116170402e+01,2.036604428883829598e+01,-1.000000000000000000e+00
3.877607669341452379e+01,6.833591780384856484e+00,-8.306365297410950310e-01
3.637498815323402823e+01,7.403410301389183878e+00,-8.885397531163669038e-01
5.645355612309582938e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.489917536989011637e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.354977743164241843e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.132136895530113918e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.679094088403952867e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.933459217813810938e+01,0.000000000000000000e+00,-0.000000000000000000e+00
1.882341247202065304e+01,2.117658752797934696e+01,-1.000000000000000000e+00
4.476871069091481559e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.666697378531088702e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.025571709359546801e+01,9.744282906404531985e+00,-1.000000000000000000e+00
3.892559080773218483e+01,0.000000000000000000e+00,-0.000000000000000000e+00
5.437880123512286445e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.800980209036124080e+01,1.199019790963875920e+01,-1.000000000000000000e+00
1.984584106310417795e+01,2.015415893689582205e+01,-1.000000000000000000e+00
5.413589361611852269e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.396766437352367163e+01,1.603233562647632837e+01,-1.000000000000000000e+00
4.455646712787704189e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.972811872499374886e+01,1.027188127500625114e+01,-1.000000000000000000e+00
4.765527331904042541e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.618521478121662227e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.381692995356536358e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.138716476086015916e+01,5.401289386685186322e+00,-7.945158481545392393e-01
3.920564918898757867e+01,3.741646863788340660e+00,-8.765602170658469694e-01
5.067321177963547996e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.635712940975258078e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.006435647046367166e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.137182926888944934e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.565641481544541591e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.918487211849754459e+01,1.081512788150245541e+01,-1.000000000000000000e+00
2.995562027380215397e+01,1.004437972619784603e+01,-1.000000000000000000e+00
4.180462277643083979e+01,7.328349437444483527e+00,-7.640294712797119914e-01
4.023741859738740345e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.313872792526769473e+01,1.686127207473230527e+01,-1.000000000000000000e+00
4.038158784877754215e+01,0.000000000000000000e+00,-0.000000000000000000e+00
